chrom	start	end	zhr1_zhr	zhr2_zhr	zhr3_zhr	z301_z30	z302_z30	z303_z30	zhrz301_z30	zhrz301_zhr	zhrz302_z30	zhrz302_zhr	zhrz303_z30	zhrz303_zhr
chrX	16168104	16170365	23	6	26	9	28	14	24	17	26	27	28	25
chrX	16174792	16179133	178	102	183	35	157	59	101	137	128	139	104	142
chrX	16179490	16189107	243	123	237	59	202	73	146	180	145	231	124	159
chrX	16189445	16193143	157	69	140	31	137	34	76	98	114	72	101	89
chrX	16193593	16197059	80	42	92	9	55	17	41	67	43	48	39	47
chrX	16197292	16204705	407	168	486	95	395	142	276	330	282	300	295	238
chrX	16205131	16210662	287	195	386	63	219	95	132	214	148	170	131	159
chrX	16210886	16219547	1771	937	1512	362	1526	596	769	948	861	866	966	1010
chrX	16220815	16221541	12	3	26	2	16	3	3	8	7	11	9	6
chrX	16238168	16247418	175	93	169	27	105	31	84	145	94	110	76	128
chrX	16253092	16255218	19	13	38	4	22	10	14	17	23	22	19	15
chrX	16260700	16262833	35	23	38	7	21	13	16	22	16	32	17	18
chrX	16263056	16265080	44	15	49	15	61	16	42	33	39	26	46	30
chrX	16265302	16266916	39	14	39	8	27	10	23	22	18	23	23	16
chrX	16268280	16276714	618	311	708	92	439	149	350	453	397	377	395	380
chrX	16277290	16285329	754	365	847	151	606	220	485	610	546	500	493	488
chrX	16285651	16289793	458	191	529	90	329	109	351	366	342	272	302	253
chrX	16291424	16292997	29	20	31	11	35	13	14	19	26	16	19	25
chrX	16293536	16295323	30	17	44	5	27	12	12	25	24	25	27	20
chrX	16295608	16302704	420	225	530	65	336	118	230	272	294	279	272	309
chrX	16310656	16318451	227	131	258	59	204	78	122	175	174	164	151	168
chrX	16318762	16319967	92	40	135	25	63	28	82	95	83	79	61	73
chrX	16321296	16328842	982	419	866	159	739	244	440	643	466	508	449	534
chrX	16329984	16331048	34	18	35	3	20	9	10	23	11	16	12	16
chrX	16331318	16332239	102	51	110	10	68	21	48	72	62	67	56	77
chrX	16332583	16338416	642	305	794	151	452	151	472	566	520	524	398	429
chrX	16349822	16355172	63	38	82	15	47	20	34	50	40	32	42	44
chrX	16356061	16367000	419	182	494	83	296	115	261	402	312	325	244	276
chrX	16370756	16373183	573	271	600	94	470	134	312	445	390	414	362	415
chrX	16373417	16375306	109	43	124	23	79	39	85	71	84	60	81	70
chrX	16375720	16381466	138	78	111	30	115	48	65	96	86	72	87	100
chrX	16383232	16386750	360	170	596	91	273	110	337	443	365	351	265	297
chrX	16387200	16388931	23	13	26	9	20	9	10	19	20	14	18	15
chrX	16389746	16395555	127	64	131	44	95	34	77	73	79	77	81	73
chrX	16395813	16405314	235	134	222	33	148	66	97	145	122	115	139	116
chrX	16405596	16409799	49	30	73	15	31	9	26	48	24	45	27	41
chrX	16410162	16418884	247	133	255	51	161	67	108	144	144	176	151	174
chrX	16421380	16434576	2226	985	2076	427	1820	588	1104	1522	1319	1355	1353	1327
chrX	16434916	16437139	81	46	64	17	68	29	42	46	36	45	58	40
chrX	16438506	16444600	518	269	519	89	287	116	189	322	236	307	227	304
chrX	16446507	16450012	583	242	665	96	331	116	243	443	303	367	294	330
chrX	16450517	16452445	56	26	46	11	39	13	22	47	24	43	35	38
chrX	16456445	16458044	28	10	27	14	20	4	18	24	23	16	17	13
chrX	16458597	16459379	34	12	30	10	28	20	11	27	18	17	26	17
chrX	16479587	16481454	28	17	48	2	17	13	14	21	20	21	15	24
chrX	16486509	16489845	113	45	98	16	69	23	46	72	70	66	57	71
chrX	16505677	16509174	28	18	57	4	16	8	11	25	13	24	14	20
chrX	16509823	16512106	22	12	26	2	12	6	13	14	6	12	10	20
chrX	16515901	16518130	17	13	28	1	11	4	14	15	20	23	12	10
chrX	16518436	16523470	27	23	81	10	35	6	30	31	22	37	37	26
chrX	16524306	16526712	171	90	161	16	103	41	67	126	85	99	85	104
chrX	16536725	16538008	20	7	22	3	8	3	9	7	7	10	8	7
chrX	16538331	16550974	404	167	381	104	380	127	263	243	278	228	290	205
chrX	16551896	16554999	850	397	826	168	670	234	444	590	508	472	536	464
chrX	16557328	16561064	537	237	535	94	471	143	306	289	305	286	348	278
chrX	16563100	16563689	117	37	68	7	54	13	51	71	51	49	39	39
chrX	16575410	16580081	96	40	110	20	55	18	56	63	78	85	75	47
chrX	16581650	16584617	74	34	74	17	69	18	65	41	62	37	55	54
chrX	16584834	16590063	394	192	524	86	291	107	261	325	315	317	297	254
chrX	16590303	16591652	29	14	18	6	17	9	19	9	14	8	21	12
chrX	16593401	16593775	10	5	27	7	4	5	31	23	18	17	10	11
chrX	16594593	16597798	76	36	85	9	36	23	24	64	33	38	28	51
chrX	16598443	16601175	512	223	498	103	377	132	333	427	347	368	345	350
chrX	16601413	16605202	170	89	154	29	112	55	77	99	99	96	79	92
chrX	16607340	16609843	114	51	142	26	63	25	65	148	64	87	60	68
chrX	16610379	16614321	559	252	537	93	442	153	266	335	291	325	334	360
chrX	16614566	16616337	46	22	43	1	23	13	16	42	24	34	23	21
chrX	16616746	16624037	575	299	587	85	415	143	306	441	347	428	333	358
chrX	16626342	16630437	116	52	83	15	75	35	41	55	77	62	61	66
chrX	16632523	16634876	69	41	87	14	28	27	25	35	32	37	27	36
chrX	16635208	16649164	1610	769	1492	268	1267	444	845	1077	1067	997	945	969
chrX	16649721	16655603	349	146	337	73	256	85	171	260	216	215	187	199
chrX	16655809	16656797	17	5	21	7	10	1	9	13	11	12	19	12
chrX	16657059	16665048	108	57	82	15	68	38	44	51	58	58	65	63
chrX	16667333	16672076	200	72	188	22	108	43	71	140	92	101	99	93
chrX	16683068	16684269	158	71	245	24	98	36	76	112	102	116	104	90
chrX	16684538	16692355	173	107	227	24	93	35	72	147	95	122	89	104
chrX	16692670	16699057	456	221	570	46	199	56	155	370	174	226	156	261
chrX	16699286	16706873	127	68	124	25	74	30	59	58	84	64	75	92
chrX	16710642	16716144	103	55	94	23	75	36	34	45	48	55	57	70
chrX	16716424	16716922	17	17	11	4	17	8	13	12	8	14	12	22
chrX	16717226	16717762	35	14	25	3	29	16	16	21	21	24	23	12
chrX	16718058	16720368	85	40	68	14	24	18	24	38	32	41	28	51
chrX	16720638	16726537	538	253	456	106	459	147	208	328	291	329	314	343
chrX	16734296	16735929	31	17	30	4	25	13	15	18	18	22	17	16
chrX	16737933	16738890	10	10	22	3	10	7	14	20	15	11	13	17
chrX	16742856	16748009	134	61	167	27	87	28	79	100	92	97	82	71
chrX	16748303	16752520	555	245	653	142	449	156	513	520	451	437	403	355
chrX	16752809	16759463	272	94	220	32	112	54	97	144	131	139	138	165
chrX	16760366	16762132	436	157	323	73	396	123	256	316	393	352	363	307
chrX	16762403	16768829	510	142	330	48	342	89	242	354	284	386	231	276
chrX	16769849	16775626	204	96	242	44	130	46	111	137	150	152	144	130
chrX	16775875	16780569	96	75	159	26	84	24	74	80	90	97	57	95
chrX	16782298	16789023	648	318	630	131	508	156	293	376	337	346	366	352
chrX	16792051	16792625	260	115	216	38	196	64	103	140	154	127	161	156
chrX	16792903	16795319	77	45	87	12	46	24	29	59	41	49	40	60
chrX	16798624	16801176	125	48	224	32	92	26	114	163	114	127	78	88
chrX	16801463	16802172	17	15	23	1	26	4	10	7	12	12	16	16
chrX	16802441	16813914	500	217	560	85	313	127	291	307	301	336	294	259
chrX	16814156	16816173	45	22	48	12	20	8	17	25	17	28	28	16
chrX	16816631	16819216	63	26	68	21	43	10	35	31	35	33	27	35
chrX	16819886	16823295	60	29	86	5	17	9	24	46	23	38	18	40
chrX	16828314	16838055	1383	489	1256	199	882	298	602	842	655	763	619	714
chrX	16839641	16843742	85	41	128	5	51	15	46	71	50	54	43	60
chrX	16845650	16847924	80	49	64	9	57	30	27	59	40	55	40	52
chrX	16848223	16850127	312	151	259	42	148	64	85	140	96	106	101	139
chrX	16852256	16862483	290	151	401	35	128	61	105	191	90	188	112	143
chrX	16862853	16866432	29	15	48	7	34	18	24	36	22	22	20	16
chrX	16869764	16873481	204	56	225	34	137	49	122	171	124	151	129	122
chrX	16874014	16875321	49	24	56	15	43	22	37	39	45	37	32	24
chrX	16876258	16876926	34	23	37	1	23	15	22	23	23	24	13	19
chrX	16879523	16882633	45	37	63	13	36	17	32	59	39	30	47	28
chrX	16883105	16888408	363	187	451	82	278	97	259	298	276	294	226	246
chrX	16888714	16891250	182	81	156	36	157	61	105	119	122	103	100	85
chrX	16904586	16908485	126	73	195	26	73	46	62	89	64	77	59	59
chrX	16908751	16911545	33	19	36	5	18	8	14	30	23	29	17	31
chrX	16917207	16919461	40	35	55	11	30	14	29	32	38	24	25	36
chrX	16921660	16924846	47	16	51	5	36	10	28	43	23	26	24	24
chrX	16926259	16933339	971	433	998	208	707	304	583	757	517	506	456	418
chrX	16934457	16936106	27	13	29	10	18	11	16	31	14	21	11	24
chrX	16938344	16944415	401	203	423	109	361	115	313	293	368	274	297	232
chrX	16944639	16950823	218	94	215	33	163	63	114	133	134	108	119	135
chrX	16951183	16955901	78	45	69	11	56	29	35	31	35	54	39	49
chrX	16956119	16956968	17	6	25	8	24	5	14	56	9	18	15	10
chrX	16957222	16964852	195	120	159	37	141	49	87	94	118	110	123	119
chrX	16965426	16966147	36	16	44	9	23	7	25	16	29	12	20	16
chrX	16966978	16969960	312	165	404	62	228	75	189	239	234	232	211	241
chrX	16972501	16977622	70	43	82	22	53	32	37	42	59	47	53	55
chrX	17007450	17009116	9	7	22	2	5	1	8	12	15	12	5	8
chrX	17013719	17016795	39	11	32	11	19	6	17	29	21	22	14	25
chrX	17022138	17024850	30	22	39	4	26	10	17	24	18	21	18	17
chrX	17028416	17029982	27	19	36	9	45	11	31	19	29	16	32	23
chrX	17061665	17069313	85	39	119	16	61	22	50	79	57	65	53	67
chrX	17074673	17076820	37	14	37	6	20	6	16	27	21	27	15	19
chrX	17077534	17080246	527	200	458	101	373	119	224	333	273	288	256	280
chrX	17081655	17084392	62	38	64	15	56	22	30	39	33	45	37	40
chrX	17084634	17089027	247	122	278	46	200	65	127	178	126	129	128	137
chrX	17089262	17094577	153	86	211	46	123	49	96	131	97	118	91	103
chrX	17095252	17100247	120	51	95	10	81	29	64	76	71	85	63	65
chrX	17100469	17114369	1149	512	1443	249	930	319	700	863	806	775	740	686
chrX	17119373	17135430	418	211	505	87	275	103	219	281	253	221	250	246
chrX	17135920	17138981	31	28	54	5	40	11	14	41	30	24	20	29
chrX	17139485	17141141	22	17	23	4	13	3	11	12	11	16	16	13
chrX	17141984	17151237	529	216	576	96	323	108	247	376	352	418	306	337
chrX	17154353	17160006	208	93	231	32	154	61	99	150	131	124	134	141
chrX	17161773	17162783	57	20	70	8	14	10	22	31	18	20	22	23
chrX	17163706	17165933	52	18	62	10	22	11	22	43	37	45	20	29
chrX	17166301	17168601	15	14	26	3	26	7	12	18	23	20	19	7
chrX	17169100	17170207	16	12	29	7	15	9	19	24	30	27	20	27
chrX	17170656	17172690	737	269	605	122	581	164	353	501	423	461	400	417
chrX	17174268	17182738	331	153	419	53	217	68	170	331	219	286	166	217
chrX	17182972	17187178	95	37	121	19	62	22	51	70	46	70	43	58
chrX	17189106	17194585	137	73	123	22	100	27	48	84	78	97	78	69
chrX	17200621	17202825	62	20	49	6	33	14	22	38	40	31	26	40
chrX	17205747	17209091	67	38	79	11	36	18	25	43	34	48	40	46
chrX	17212343	17215534	53	22	64	12	37	8	30	30	45	36	32	35
chrX	17215738	17219825	68	52	93	2	43	19	37	52	28	42	38	42
chrX	17225345	17231744	367	130	341	91	275	98	220	315	283	301	264	270
chrX	17232426	17233147	35	29	54	4	10	5	28	23	12	16	9	18
chrX	17236689	17240269	183	75	173	33	117	45	80	98	98	117	96	84
chrX	17240499	17242170	49	13	39	10	24	16	20	31	26	19	30	17
chrX	17244966	17246348	49	19	57	13	16	8	26	64	37	59	18	36
chrX	17247527	17249891	167	72	172	24	126	38	88	118	87	109	108	88
chrX	17250527	17256607	615	212	519	109	378	158	333	387	335	312	288	281
chrX	17260816	17264669	82	25	80	16	62	16	44	64	51	56	48	56
chrX	17264880	17267499	110	51	118	24	82	24	56	84	54	83	49	56
chrX	17268450	17274651	192	66	172	34	123	49	110	103	111	109	120	100
chrX	17274863	17278309	133	41	116	12	52	12	46	83	42	70	44	83
chrX	17278639	17280530	50	19	40	5	28	10	10	19	22	17	18	27
chrX	17281006	17283048	101	51	75	15	55	21	43	46	51	53	51	51
chrX	17283337	17286380	292	101	220	35	141	36	124	235	126	166	102	144
chrX	17286741	17287651	33	20	28	4	10	6	6	8	6	13	12	14
chrX	17290224	17293015	118	82	217	26	45	27	104	103	67	71	63	71
chrX	17293813	17296589	113	60	141	13	56	27	46	76	44	58	40	53
chrX	17297162	17298873	225	129	347	52	174	65	123	162	147	144	152	129
chrX	17299264	17303585	979	595	1117	188	679	281	581	632	597	607	602	579
chrX	17303850	17307413	117	50	147	23	73	18	70	103	59	91	57	74
chrX	17307673	17309539	21	11	25	2	16	8	14	10	11	12	20	10
chrX	17310119	17312584	60	35	84	8	29	14	28	41	22	36	26	43
chrX	17312907	17316014	969	475	799	216	843	295	467	584	552	475	496	515
chrX	17316582	17320317	121	62	129	17	84	37	63	105	71	89	62	107
chrX	17320621	17322043	19	14	49	11	11	7	6	16	19	15	11	13
chrX	17322644	17323660	28	25	36	6	19	5	12	27	19	16	19	14
chrX	17324045	17326504	62	24	56	2	18	9	7	37	16	24	20	23
chrX	17326795	17328611	117	36	94	21	84	36	84	71	71	63	89	73
chrX	17328843	17331144	39	24	65	18	41	14	30	25	42	43	35	35
chrX	17331366	17344036	640	558	1234	181	534	204	357	552	397	516	332	415
chrX	17344694	17348219	198	117	227	44	148	43	102	127	129	121	113	128
chrX	17348568	17356806	254	122	305	48	171	68	154	196	200	187	137	199
chrX	17357369	17362277	104	62	131	10	47	13	26	67	36	64	34	59
chrX	17362744	17365389	61	43	94	19	73	18	50	73	63	50	42	53
chrX	17365693	17367214	46	19	29	4	21	14	19	11	26	20	20	20
chrX	17367449	17372598	166	57	123	28	116	30	68	102	85	84	91	70
chrX	17376302	17381583	98	52	145	16	68	24	61	75	63	73	66	60
chrX	17386404	17387711	18	10	21	3	15	3	11	16	21	15	15	12
chrX	17391528	17396686	219	224	479	62	174	84	155	206	153	161	118	144
chrX	17396913	17399882	518	316	563	101	387	168	258	299	235	274	275	284
chrX	17400709	17401197	8	4	21	6	5	3	4	9	10	11	6	10
chrX	17401511	17405176	80	63	101	13	47	23	21	54	51	53	32	44
chrX	17406708	17408406	21	7	21	3	23	6	12	13	12	22	17	11
chrX	17408850	17411573	98	59	125	24	58	46	49	65	53	56	49	61
chrX	17411851	17413628	31	10	37	4	19	8	20	16	24	19	23	22
chrX	17414226	17416109	31	21	32	9	34	10	15	31	21	23	22	21
chrX	17417697	17430001	396	170	369	65	261	98	181	233	226	277	196	224
chrX	17436695	17441867	63	25	71	8	31	8	31	36	30	26	24	34
chrX	17445417	17453011	638	197	414	57	309	105	222	396	181	316	232	267
chrX	17453274	17454943	124	42	102	15	88	28	65	70	87	85	74	84
chrX	17455885	17464956	219	140	236	48	151	72	109	141	124	127	105	167
chrX	17467615	17473353	134	100	248	25	80	39	91	124	91	91	81	77
chrX	17474239	17477474	100	51	151	13	47	19	43	91	56	72	42	68
chrX	17477678	17487935	340	245	713	86	270	133	241	320	245	267	210	226
chrX	17488295	17493517	389	145	505	83	309	141	323	292	374	262	264	244
chrX	17493815	17496812	59	45	93	13	43	11	33	52	38	47	33	32
chrX	17498110	17499580	22	5	27	5	4	4	9	14	13	13	4	11
chrX	17499947	17503782	45	19	72	7	19	12	23	27	34	31	24	26
chrX	17505881	17528452	1582	718	1757	285	1048	335	916	1258	1045	1213	956	1076
chrX	17545494	17552861	790	340	873	79	311	121	315	634	275	495	216	376
chrX	17555145	17556261	7	8	26	7	16	3	10	27	14	18	8	10
chrX	17557918	17559603	23	14	38	9	23	7	18	28	34	36	29	25
chrX	17561041	17563887	1061	534	1030	228	827	282	582	781	642	654	605	611
chrX	17565234	17566867	52	24	73	6	37	13	30	58	38	44	20	28
chrX	17570092	17574889	477	250	544	66	303	92	199	379	259	379	220	364
chrX	17575251	17583012	1074	502	1084	177	759	259	565	764	630	700	595	675
chrX	17584768	17585781	11	11	24	2	9	1	6	17	8	9	4	13
chrX	17586366	17588670	60	33	80	8	21	13	23	49	17	60	32	45
chrX	17589189	17591440	44	19	54	3	23	8	18	29	34	28	35	27
chrX	17593242	17598392	244	127	280	42	173	74	146	159	126	136	125	124
chrX	17598611	17601165	289	152	334	26	99	45	89	205	86	188	88	161
chrX	17601429	17604457	62	22	60	13	43	14	14	27	30	23	23	30
chrX	17608042	17613768	67	40	87	16	30	13	31	37	40	50	32	33
chrX	17616439	17618844	23	10	25	7	7	1	6	18	15	21	9	14
chrX	17621100	17627742	284	147	321	47	176	63	143	185	147	151	131	173
chrX	17628154	17628821	14	11	24	1	12	5	13	7	12	11	12	6
chrX	17631528	17633933	131	69	199	26	89	30	95	117	80	91	96	83
chrX	17636489	17638846	80	26	54	3	40	15	21	50	18	23	28	38
chrX	17641495	17642783	15	6	26	3	14	5	7	13	13	8	18	10
chrX	17643581	17645314	15	9	21	4	11	4	16	17	13	15	9	11
chrX	17646381	17650169	61	43	69	16	42	16	25	39	38	40	45	37
chrX	17650515	17657440	1057	543	995	216	794	280	538	702	678	583	629	596
chrX	17657656	17660209	283	152	345	50	209	72	163	185	230	209	197	202
chrX	17660514	17666228	186	101	158	40	131	54	70	86	100	90	112	102
chrX	17669306	17672386	126	67	140	23	96	38	61	84	77	81	66	73
chrX	17672634	17694385	1907	800	1855	416	1532	543	1074	1436	1267	1329	1189	1220
chrX	17694796	17703789	962	504	1217	210	807	250	629	983	795	862	663	714
chrX	17704072	17723937	1333	676	1599	271	919	333	782	1011	936	1019	839	901
chrX	17724968	17749877	2568	1147	2532	396	1598	582	1234	1761	1379	1642	1328	1564
chrX	17750224	17753203	346	155	283	46	220	89	171	247	176	191	164	186
chrX	17754012	17762157	339	141	348	38	154	58	109	193	132	126	138	200
chrX	17762666	17765460	61	17	56	5	13	4	17	40	18	27	12	39
chrX	17766799	17769833	281	119	238	57	181	72	151	152	173	153	151	158
chrX	17770138	17771395	25	12	21	1	9	2	9	14	7	13	11	16
chrX	17772843	17775345	36	24	35	3	30	10	17	30	26	34	27	25
chrX	17775684	17784214	261	124	236	34	134	63	118	146	139	156	128	155
chrX	17798332	17809430	899	411	860	119	552	178	323	631	414	618	487	607
chrX	17809667	17817668	189	117	241	13	87	27	49	122	81	161	74	150
chrX	17817970	17825237	456	213	501	61	226	78	236	400	203	311	214	255
chrX	17825627	17830795	1392	607	1117	250	1165	345	737	891	905	857	930	860
chrX	17831219	17835469	1260	550	1148	243	1103	420	855	932	827	693	789	702
chrX	17842081	17846096	290	170	274	59	273	73	141	184	172	153	209	190
chrX	17846622	17849548	90	46	71	24	82	18	37	72	42	54	49	62
chrX	17849755	17851284	266	151	264	36	166	72	121	151	169	163	137	157
chrX	17851948	17855745	138	56	115	24	96	44	54	99	66	111	74	90
chrX	17856254	17861033	700	373	747	129	503	237	348	460	441	462	447	477
chrX	17861355	17864642	135	65	84	21	100	46	56	64	58	63	75	66
chrX	17865862	17871812	269	116	255	43	210	79	122	213	139	203	153	138
chrX	17872159	17873916	134	33	113	15	70	26	45	78	56	58	48	43
chrX	17874143	17876350	133	39	141	28	94	38	89	87	65	64	65	63
chrX	17877824	17882116	567	258	588	137	388	145	254	381	302	290	261	283
chrX	17882692	17885469	115	36	82	12	64	19	53	77	67	44	64	58
chrX	17886703	17888864	234	117	298	68	183	60	183	224	217	185	186	156
chrX	17905780	17923583	983	431	864	195	729	237	590	728	654	630	670	644
chrX	17956561	17958942	21	7	25	2	5	3	6	18	16	17	9	9
chrX	17971760	17973703	18	9	21	2	8	8	10	20	9	9	10	16
chrX	17979339	17984476	24	17	52	14	15	8	21	28	21	37	26	17
chrX	17987063	17989265	19	12	23	2	8	4	8	13	11	15	2	4
chrX	17989800	17994917	35	36	47	6	19	13	16	38	34	41	23	48
chrX	17999554	18003124	39	33	50	10	24	12	18	28	29	37	31	27
chrX	18003359	18007657	57	29	68	13	36	18	19	15	30	24	26	28
chrX	18007988	18011209	21	10	39	9	12	8	8	13	17	17	21	13
chrX	18012838	18013763	15	14	22	2	11	1	7	13	10	8	8	8
chrX	18014053	18017657	17	13	32	4	14	4	14	19	22	18	20	10
chrX	18018022	18020861	53	22	73	6	19	10	14	39	22	31	22	23
chrX	18021148	18032810	214	119	240	25	115	42	75	136	124	142	130	126
chrX	18034628	18036652	19	10	33	4	19	2	13	26	15	26	11	23
chrX	18036973	18038829	20	13	30	1	4	3	6	11	4	8	10	9
chrX	18044512	18049701	86	39	99	21	42	18	37	63	56	64	47	40
chrX	18050324	18052421	31	20	36	3	17	7	10	14	25	17	17	16
chrX	18053364	18054998	14	10	21	1	7	4	10	15	12	6	15	10
chrX	18062788	18063948	33	30	36	3	22	8	13	24	6	22	6	16
chrX	18064439	18079085	381	231	404	53	249	115	171	215	247	287	237	211
chrX	18079468	18090555	943	454	1056	204	748	264	561	641	674	685	606	617
chrX	18090851	18092016	242	118	235	43	180	43	109	141	143	123	133	143
chrX	18092497	18093354	87	29	119	26	54	23	95	118	98	89	69	68
chrX	18094649	18102851	982	494	1044	138	629	183	445	601	534	519	513	528
chrX	18103446	18105541	80	43	79	13	45	20	30	75	41	56	41	63
chrX	18106171	18107954	36	20	43	5	13	7	17	22	20	29	25	24
chrX	18110557	18112453	29	17	27	2	23	5	11	21	16	25	16	21
chrX	18112874	18117781	56	57	83	11	43	21	36	49	49	43	44	44
chrX	18128752	18130193	20	11	31	3	9	6	10	30	15	22	16	12
chrX	18134545	18138887	943	383	927	107	405	158	312	592	407	581	364	587
chrX	18141157	18145449	87	35	85	5	12	9	19	47	17	55	19	32
chrX	18150628	18152424	23	7	22	1	6	3	3	10	6	10	2	11
chrX	18154205	18155374	23	11	26	5	10	6	5	11	9	14	10	15
chrX	18157203	18159175	14	14	23	3	7	3	10	10	11	16	13	9
chrX	18165894	18168494	23	14	38	6	9	7	8	18	18	24	10	19
chrX	18168988	18170258	6	6	23	1	6	2	4	7	7	5	11	2
chrX	18175577	18176730	17	12	39	7	11	3	3	15	10	18	10	18
chrX	18177001	18180678	73	41	98	18	33	16	46	46	43	38	36	54
chrX	18180894	18183683	29	13	30	3	12	7	14	19	13	12	12	14
chrX	18185495	18189185	42	18	37	1	18	6	19	26	25	22	18	22
chrX	18200841	18203386	16	16	24	9	13	6	9	12	30	17	15	17
chrX	18204542	18210340	496	301	798	97	266	144	216	311	205	278	239	301
chrX	18212822	18214443	27	22	23	3	13	5	7	13	14	16	25	19
chrX	18223208	18225966	16	13	23	14	34	10	23	17	26	25	26	27
chrX	18227809	18230732	30	18	26	3	14	5	13	24	17	18	21	21
chrX	18231067	18234823	90	73	101	6	28	10	19	63	20	72	36	51
chrX	18235753	18238779	46	28	53	6	35	14	28	24	29	27	34	25
chrX	18239066	18240321	61	38	78	21	84	18	50	52	51	61	63	58
chrX	18242046	18244729	168	75	129	19	99	32	39	57	69	57	81	78
chrX	18249406	18258325	862	393	679	141	559	240	431	538	486	580	478	542
chrX	18258569	18259902	51	22	46	5	34	17	23	25	46	34	39	32
chrX	18260130	18262769	237	58	103	31	143	49	95	116	128	117	136	133
chrX	18263266	18265726	1027	301	395	188	995	230	484	590	638	685	736	755
chrX	18265946	18269815	1369	380	685	252	1345	422	692	694	752	650	1070	806
chrX	18274762	18284185	821	452	926	163	502	208	329	475	431	403	396	483
chrX	18284445	18288168	269	66	143	39	199	60	141	162	162	128	235	193
chrX	18288482	18292430	434	220	373	29	165	51	100	219	85	216	118	255
chrX	18292908	18304538	929	355	718	159	598	212	433	535	615	642	565	615
chrX	18305521	18308037	47	23	40	5	34	12	25	19	31	31	35	34
chrX	18308638	18309994	460	146	237	70	330	109	181	240	199	225	261	286
chrX	18310351	18313660	1250	586	1013	290	1052	382	662	724	678	635	741	686
chrX	18315823	18317202	67	35	72	6	28	10	25	24	22	29	25	32
chrX	18317717	18322723	394	161	317	61	299	95	228	224	248	279	255	250
chrX	18325706	18329600	67	35	51	12	53	20	39	29	51	42	48	38
chrX	18330003	18334462	67	27	67	7	36	15	24	41	16	50	43	38
chrX	18336076	18339414	46	25	50	7	18	6	25	26	36	30	23	29
chrX	18339883	18344102	47	29	64	6	20	5	15	39	22	28	28	41
chrX	18346255	18350212	33	28	53	6	15	6	13	19	24	29	16	17
chrX	18357610	18361804	227	118	230	37	144	65	78	137	99	130	102	137
chrX	18362111	18364571	20	15	23	4	31	11	16	8	24	14	19	13
chrX	18365031	18368839	299	192	452	67	216	88	94	144	146	131	161	161
chrX	18369603	18370317	22	21	39	4	8	9	8	13	10	11	19	14
chrX	18370555	18375311	1010	517	908	124	538	163	255	513	400	572	418	576
chrX	18375795	18387426	585	268	579	84	395	133	229	395	265	365	283	395
chrX	18387647	18390433	73	38	87	12	46	20	27	36	42	33	38	41
chrX	18390781	18405576	426	254	528	81	252	95	176	253	186	294	187	278
chrX	18405972	18410497	295	172	427	28	125	48	102	180	129	183	128	177
chrX	18419220	18421426	39	19	29	6	25	14	23	23	22	14	30	20
chrX	18421736	18424932	65	38	90	6	47	15	30	32	49	33	31	45
chrX	18425144	18429533	74	44	77	21	61	15	38	43	48	43	47	40
chrX	18441061	18442652	48	30	57	12	47	27	33	37	42	29	45	20
chrX	18445757	18451489	129	72	144	13	71	23	41	74	59	75	65	88
chrX	18457055	18459064	24	14	45	4	15	7	19	18	17	12	23	20
chrX	18460681	18466447	85	50	98	19	54	26	47	60	61	60	58	61
chrX	18467051	18469856	25	21	43	6	27	6	14	21	17	18	27	26
chrX	18470142	18472644	21	15	22	3	8	5	7	10	7	9	10	7
chrX	18478685	18501312	2672	1136	2131	425	1811	651	1254	1591	1502	1553	1436	1510
chrX	18502956	18514886	907	412	851	160	690	273	447	606	580	593	542	573
chrX	18515278	18516650	455	227	434	59	274	69	149	270	187	268	202	299
chrX	18518622	18523257	350	183	321	61	167	70	121	214	159	178	152	210
chrX	18524224	18526381	67	33	67	16	38	14	27	43	44	26	40	27
chrX	18532849	18534779	155	48	133	17	79	28	52	96	53	84	73	76
chrX	18535157	18555623	3497	1565	3247	654	2911	894	1928	2524	2309	2231	2151	2281
chrX	18572670	18576136	157	54	138	24	87	35	69	117	69	94	78	124
chrX	18576368	18579600	57	41	80	6	32	13	29	56	44	56	41	51
chrX	18589485	18594853	71	37	85	9	49	10	38	46	46	62	44	65
chrX	18595138	18597171	43	26	64	6	26	18	18	31	29	43	34	44
chrX	18597524	18608635	315	165	331	51	222	85	162	199	182	211	171	196
chrX	18608925	18610045	52	13	32	5	33	12	28	37	27	34	31	28
chrX	18610256	18611380	40	19	29	5	33	7	26	17	24	23	31	35
chrX	18620526	18622536	100	40	88	33	99	36	72	63	87	54	77	54
chrX	18624413	18626749	34	23	43	3	26	11	25	40	35	22	29	29
chrX	18627075	18637913	1248	578	1253	188	867	310	567	819	698	836	689	818
chrX	18638157	18648197	966	475	964	149	707	248	453	573	528	584	573	598
chrX	18650005	18651607	131	76	158	41	127	42	105	95	112	95	114	85
chrX	18653130	18654831	34	15	23	6	14	9	10	40	12	20	19	11
chrX	18655251	18656794	35	26	37	8	35	9	13	19	27	19	22	24
chrX	18657354	18663362	569	251	401	54	374	130	188	274	230	311	274	291
chrX	18663765	18665236	36	11	28	4	13	6	12	18	14	16	19	13
chrX	18665656	18667439	364	147	331	52	310	93	167	174	150	141	194	152
chrX	18667693	18669080	74	40	72	10	51	13	41	39	48	36	40	37
chrX	18671338	18681962	1129	435	1167	127	592	245	459	626	440	474	425	510
chrX	18682854	18688247	827	316	535	98	474	135	212	509	346	482	421	624
